date,open,close,high,low,volume,volume_usd
2012-12-31,13.47792229064,13.5599728441957,13.5609825235677,13.3761201341036,16081.65362719,216666.72716704
2013-01-01,13.5599728441957,13.3556394747927,13.5601966612815,13.1643143949907,29007.09895302,386974.10530002
2013-01-02,13.3556394747927,13.2944949976478,13.42324867458,13.2399123606821,20396.87234156,271955.356139122
2013-01-03,13.2944949976478,13.4254513211494,13.4562611058013,13.2681300988673,19832.39770533,264748.290624309
2013-01-04,13.4254513211494,13.5165440963178,13.5235011122196,13.2730976635218,35242.86982479,473173.32261221
2013-01-05,13.5165440963178,13.4425028839674,13.5428061413069,13.3002884937235,26589.44831375,356979.562481244
2013-01-06,13.4425028839674,13.5182959408963,13.5287306467316,13.3536307083973,15546.25469946,209099.388364965
2013-01-07,13.5182959408963,13.5879010666274,13.5946146476384,13.4040288599737,30399.26290989,410833.215367167
2013-01-08,13.5879010666274,13.8059450561667,13.8979047415913,13.5491182474902,49361.05526677,678280.932702334
2013-01-09,13.8059450561667,13.851810954259,13.8782215368808,13.6437454307333,32343.02006561,445408.416043041
2013-01-10,13.851810954259,14.1403692398625,14.3327360674121,13.806910647928,60645.82444001,854600.364662197
2013-01-11,14.1403692398625,14.2743814397457,14.3880413598889,13.9925062054275,44652.82054004,631813.513153385
2013-01-12,14.2743814397457,14.2556120854955,14.32897675858,14.0419931005803,30260.80898589,429580.508988682
2013-01-13,14.2556120854955,14.1896432167947,14.3185525388423,13.9798216679683,40540.56100316,572638.152632761
2013-01-14,14.1896432167947,14.3413530803312,14.3540701200395,14.1125183094331,23512.94174585,335467.731524858
2013-01-15,14.3413530803312,14.3547112047567,14.4277132304027,14.0548255276732,63356.49579489,902332.656182215
2013-01-16,14.3547112047567,14.741671428825,14.7486517795144,14.2115499208862,53585.53171535,779469.004044226
2013-01-17,14.741671428825,15.5286807890871,15.6863274050784,14.6506309928273,77463.02835057,1176476.92924112
2013-01-18,15.5286807890871,15.710059558545,15.9756077225392,15.4437636764133,62014.14878444,973242.388786049
2013-01-19,15.710059558545,15.6144642016732,15.7770581568837,15.2943694421116,37146.82695388,574627.764621021
2013-01-20,15.6144642016732,15.7010026178448,15.8888154024977,15.5100520400493,29083.90602749,456979.50317861
2013-01-21,15.7010026178448,16.8212499688939,16.9529738773277,15.6192613709299,72358.91808925,1185628.64511705
2013-01-22,16.8212499688939,17.2826816449062,17.593549660103,16.6713460760208,69706.13470773,1196814.87929281
2013-01-23,17.2826816449062,17.5163862905568,17.5960164794806,16.848356177489,55948.59345246,964950.938654704
2013-01-24,17.5163862905568,16.7789998792135,19.2054079457426,15.7728983984689,198112.83334418,3527276.25700597
2013-01-25,16.7789998792135,17.4683551962752,17.8040384509316,15.4669107627671,95961.91032198,1606092.03062671
2013-01-26,17.4683551962752,17.8026946637477,17.8026946637477,16.6575379749091,38453.94430133,660019.333752857
2013-01-27,17.8026946637477,17.9550542216326,17.9550542216326,17.2409775231286,26038.21532814,459760.988740425
2013-01-28,17.9550542216326,18.7861615500321,18.8698587858402,17.7771649664061,66855.03400321,1226839.0142475
2013-01-29,18.7861615500321,19.5621580238926,19.7789786785333,18.7000397200225,103241.23597724,1986306.50770667
2013-01-30,19.5621580238926,19.7981933478705,19.8056579890452,19.1684427659,52330.35425428,1021697.15293906
2013-01-31,19.7981933478705,20.502697917887,21.3572329714563,19.6471382273118,118525.43014857,2441520.41002368
2013-02-01,20.502697917887,20.499544897991,21.1453545833998,20.3068565019032,56691.53615563,1176283.87144127
2013-02-02,20.499544897991,19.6916865333504,20.5120495576594,18.2093509563562,94361.23670926,1841660.81792913
2013-02-03,19.6916865333504,20.5855190552894,20.8949435891934,19.4424039727609,37742.4994346,764357.646682723
2013-02-04,20.5855190552894,20.5326352292625,21.0250481448162,19.9497324482874,64882.52723084,1328866.05814291
2013-02-05,20.5326352292625,20.6078211379366,20.7974416715649,20.218548348556,34702.36755106,715432.000307668
2013-02-06,20.6078211379366,21.2016287160435,21.3310269129873,20.6078211379366,59457.28691631,1255174.11301161
2013-02-07,21.2016287160435,22.1217808336164,22.2025515987398,20.8103070154217,75652.899569,1635756.67589604
2013-02-08,22.1217808336164,22.7209548939684,22.7902066868911,22.0120638786964,59350.72654674,1332778.74325553
2013-02-09,22.7209548939684,23.6838176687102,23.9604085127533,22.591646547912,44870.87009795,1042726.25026685
2013-02-10,23.6838176687102,23.9682983039163,24.1065550520651,22.74799906585,63383.48585158,1486590.10112589
2013-02-11,23.9682983039163,24.5484159214328,24.5505395865537,23.6953510629675,39022.13228799,938014.841536312
2013-02-12,24.5484159214328,25.2722410036258,25.8308742264345,24.3619091499612,90258.01077656,2268794.19476026
2013-02-13,25.2722410036258,24.2671997269565,26.2124429869928,24.2671997269565,103798.93066953,2649842.06738173
2013-02-14,24.2671997269565,27.2405756807618,27.439857708118,21.9569328891691,150008.06298731,3846824.7963366
2013-02-15,27.2405756807618,27.0929671863023,27.477857041448,26.2177219855402,61764.56148003,1668822.41815022
2013-02-16,27.0929671863023,27.315626951386,27.499920441708,26.8435319542232,21824.36973464,593263.608942184
2013-02-17,27.315626951386,26.8961429574462,27.4045872747965,25.110026922432,86152.60510189,2277003.00388254
2013-02-18,26.8961429574462,26.9495528329032,27.0097718504475,26.433990878051,35642.51278451,954703.315728732
2013-02-19,26.9495528329032,29.4338080772419,29.6522431618402,26.8438362437939,113090.9283379,3188804.30646809
2013-02-20,29.4338080772419,29.8254917390948,29.8658266109772,29.1034769604515,45471.41814558,1340475.7048455
2013-02-21,29.8254917390948,29.7440465328677,29.9842286934272,29.3327716995675,40843.90488766,1213569.987096
2013-02-22,29.7440465328677,30.2975680514547,31.3484399897147,29.6996185917431,80181.12116025,2448854.37222358
2013-02-23,30.2975680514547,29.8027220992694,30.6990571370198,27.9956349193801,83602.10049901,2430478.0863068
2013-02-24,29.8027220992694,29.8999716476785,30.4434466922777,29.3107868509716,29500.38491938,881153.240043837
2013-02-25,29.8999716476785,30.4005261184774,30.4456106241912,29.5840266765476,32124.61796527,968633.997447879
2013-02-26,30.4005261184774,31.1830423997297,31.6006312456599,30.2021032307964,52817.80276671,1640538.32981154
2013-02-27,31.1830423997297,30.9836793238208,31.6364598514785,30.8873722790919,36590.49841531,1144123.20324184
2013-02-28,30.9836793238208,33.3959966454728,34.4840728915388,30.9836793238208,146908.05724374,4815552.35059572
2013-03-01,33.3959966454728,34.569714835953,34.9401516738153,33.1255768928779,53971.24731507,1853092.10276113
2013-03-02,34.569714835953,34.2886615198049,34.8182206609975,33.3746958051998,41034.46471504,1392841.3282037
2013-03-03,34.2886615198049,34.5590920096587,34.5937705442274,33.8908876383645,16373.81055624,560975.452722687
2013-03-04,34.5590920096587,36.2221354708367,36.7559540267268,34.250216789657,57426.94279613,2046222.80613257
2013-03-05,36.2221354708367,40.7062021057804,40.7355400138235,36.1886228116306,101477.64425695,4008058.3806004
2013-03-06,40.7062021057804,41.357116237616,49.0782852808399,40.2924590094972,159441.43620656,7236440.66192844
2013-03-07,41.357116237616,41.8823065065484,47.4347440317488,34.1372100326403,142489.83059788,5966515.02280178
2013-03-08,41.8823065065484,44.0197167609204,44.4967187488934,41.1876051556883,57799.19835353,2498289.17660701
2013-03-09,44.0197167609204,46.8249311151499,47.0365705858822,43.525487489903,53627.58381728,2445219.53877025
2013-03-10,46.8249311151499,46.115188166214,48.0187957366325,45.7051354911563,43008.84125594,2020865.56738521
2013-03-11,46.115188166214,48.4418702038992,48.5460160406363,45.7081619928244,49665.90598011,2370416.68948293
2013-03-12,48.4418702038992,44.1373868167174,48.5076799319537,37.4134451949909,208526.24478635,9176443.32358155
2013-03-13,44.1373868167174,47.0793200118059,47.4051971640899,43.917981518544,60001.91492189,2793781.03261389
2013-03-14,47.0793200118059,47.1251409363745,48.1264664351851,46.3505168761865,51799.8187791,2458948.20421967
2013-03-15,47.1251409363745,46.9808156603533,47.5920979629357,46.5460799931973,25751.46907546,1214409.25731454
2013-03-16,46.9808156603533,47.0199245694818,47.3697662563292,46.3929420243288,20762.6552881,974056.059198666
2013-03-17,47.0199245694818,47.4463925864026,47.7591287293765,46.8949072875003,17961.40464247,852840.112681086
2013-03-18,47.4463925864026,51.587925040732,52.4844576223456,47.2355572961123,79038.34243871,3869807.92498476
2013-03-19,51.587925040732,59.6210151755252,60.7478328969598,50.1337303043315,134182.60808297,7433871.06641285
2013-03-20,59.6210151755252,64.2960898368487,65.8738311695001,57.8422092071167,111599.58199719,6920699.54127918
2013-03-21,64.2960898368487,70.9230567433894,74.4305820075041,63.5834993783962,116603.02653613,8053617.80299957
2013-03-22,70.9230567433894,70.2632560819243,73.8787175850966,65.4437433226778,91293.54743957,6474428.47754598
2013-03-23,70.2632560819243,64.3078304350832,70.4196701009332,52.92616931057,181754.22388271,11371759.6865926
2013-03-24,64.3078304350832,71.6177168938359,72.4040270042894,62.9112070492262,48212.92845777,3323780.15796631
2013-03-25,71.6177168938359,73.6210477677224,77.9054505680001,69.7564333677216,100937.99727873,7471799.5569881
2013-03-26,73.6210477677224,78.7388482182998,79.7059024672697,73.3786590883412,74837.97767731,5790767.53855163
2013-03-27,78.7388482182998,88.8537537816331,89.3940275803655,78.4634398852493,96015.93955699,8161531.57690675
2013-03-28,88.8537537816331,87.2120940304883,95.6785205208788,75.7485048413669,169145.47070323,14867426.2256641
2013-03-29,87.2120940304883,90.4589233279579,93.1245446785535,83.3951444678675,104673.90678174,9326865.74741219
2013-03-30,90.4589233279579,92.1993160292201,94.6278755809694,87.6781957958631,45171.01919893,4146200.37244504
2013-03-31,92.1993160292201,93.2783752640217,93.7446204929464,91.2099165225449,26628.63054558,2469637.24728299
2013-04-01,93.2783752640217,103.979880451985,105.707458405469,92.5985402035438,107223.51297264,10723828.3961124
2013-04-02,103.979880451985,118.079318527155,118.079318527155,99.6638554809568,102658.03403355,11045755.8336249
2013-04-03,118.079318527155,134.614614399499,147.07371876548,109.922277828103,192929.30176956,24728530.8671726
2013-04-04,134.614614399499,132.449856566756,141.829034489488,118.573978229274,110124.55517623,14526068.0305632
