UNIT,TIMESTAMP,OPEN,HIGH,LOW,CLOSE,VOLUME,QUOTE_VOLUME,VOLUME_TOP_TIER,QUOTE_VOLUME_TOP_TIER,VOLUME_DIRECT,QUOTE_VOLUME_DIRECT,VOLUME_TOP_TIER_DIRECT,QUOTE_VOLUME_TOP_TIER_DIRECT
DAY,1359936000,20.5855190552894,21.0250481448162,19.9497324482874,20.5326352292625,64882.52723084,1328866.05814291,64882.52723084,1328866.05814291,53522.24677475,1093704.78824455,53522.24677475,1093704.78824455
DAY,1360022400,20.5326352292625,20.7974416715649,20.218548348556,20.6078211379366,34702.36755106,715432.000307668,34702.36755106,715432.000307668,30616.87421904,630494.981080871,30616.87421904,630494.981080871
DAY,1360108800,20.6078211379366,21.3310269129873,20.6078211379366,21.2016287160435,59457.28691631,1255174.11301161,59457.28691631,1255174.11301161,53524.31192882,1129403.8078578,53524.31192882,1129403.8078578
DAY,1360195200,21.2016287160435,22.2025515987398,20.8103070154217,22.1217808336164,75652.899569,1635756.67589604,75652.899569,1635756.67589604,67732.73982801,1465711.25260957,67732.73982801,1465711.25260957
DAY,1360281600,22.1217808336164,22.7902066868911,22.0120638786964,22.7209548939684,59350.72654674,1332778.74325553,59350.72654674,1332778.74325553,51318.1761687,1151936.35203921,51318.1761687,1151936.35203921
DAY,1360368000,22.7209548939684,23.9604085127533,22.591646547912,23.6838176687102,44870.87009795,1042726.25026685,44870.87009795,1042726.25026685,40061.24007803,931703.064122506,40061.24007803,931703.064122506
DAY,1360454400,23.6838176687102,24.1065550520651,22.74799906585,23.9682983039163,63383.48585158,1486590.10112589,63383.48585158,1486590.10112589,59976.66270328,1407029.73713329,59976.66270328,1407029.73713329
DAY,1360540800,23.9682983039163,24.5505395865537,23.6953510629675,24.5484159214328,39022.13228799,938014.841536312,39022.13228799,938014.841536312,31095.23326384,751202.515142362,31095.23326384,751202.515142362
DAY,1360627200,24.5484159214328,25.8308742264345,24.3619091499612,25.2722410036258,90258.01077656,2268794.19476026,90258.01077656,2268794.19476026,77668.77220051,1951297.61985085,77668.77220051,1951297.61985085
DAY,1360713600,25.2722410036258,26.2124429869928,24.2671997269565,24.2671997269565,103798.93066953,2649842.06738173,103798.93066953,2649842.06738173,91376.42465951,2328749.29235534,91376.42465951,2328749.29235534
DAY,1360800000,24.2671997269565,27.439857708118,21.9569328891691,27.2405756807618,150008.06298731,3846824.7963366,150008.06298731,3846824.7963366,140546.4596028,3607454.87745186,140546.4596028,3607454.87745186
DAY,1360886400,27.2405756807618,27.477857041448,26.2177219855402,27.0929671863023,61764.56148003,1668822.41815022,61764.56148003,1668822.41815022,54124.67635514,1462329.34566896,54124.67635514,1462329.34566896
DAY,1360972800,27.0929671863023,27.499920441708,26.8435319542232,27.315626951386,21824.36973464,593263.608942184,21824.36973464,593263.608942184,19437.42527333,528355.369570593,19437.42527333,528355.369570593
DAY,1361059200,27.315626951386,27.4045872747965,25.110026922432,26.8961429574462,86152.60510189,2277003.00388254,86152.60510189,2277003.00388254,78970.52126072,2085420.2845134,78970.52126072,2085420.2845134
DAY,1361145600,26.8961429574462,27.0097718504475,26.433990878051,26.9495528329032,35642.51278451,954703.315728732,35642.51278451,954703.315728732,30045.12533229,804072.755365322,30045.12533229,804072.755365322
DAY,1361232000,26.9495528329032,29.6522431618402,26.8438362437939,29.4338080772419,113090.9283379,3188804.30646809,113090.9283379,3188804.30646809,102154.74625289,2880600.81034997,102154.74625289,2880600.81034997
DAY,1361318400,29.4338080772419,29.8658266109772,29.1034769604515,29.8254917390948,45471.41814558,1340475.7048455,45471.41814558,1340475.7048455,37818.08694536,1114920.51792993,37818.08694536,1114920.51792993
DAY,1361404800,29.8254917390948,29.9842286934272,29.3327716995675,29.7440465328677,40843.90488766,1213569.987096,40843.90488766,1213569.987096,35075.71000335,1041358.06306463,35075.71000335,1041358.06306463
DAY,1361491200,29.7440465328677,31.3484399897147,29.6996185917431,30.2975680514547,80181.12116025,2448854.37222358,80181.12116025,2448854.37222358,69256.59205025,2110735.62291202,69256.59205025,2110735.62291202
DAY,1361577600,30.2975680514547,30.6990571370198,27.9956349193801,29.8027220992694,83602.10049901,2430478.0863068,83602.10049901,2430478.0863068,75002.34235587,2180694.52059893,75002.34235587,2180694.52059893
DAY,1361664000,29.8027220992694,30.4434466922777,29.3107868509716,29.8999716476785,29500.38491938,881153.240043837,29500.38491938,881153.240043837,24591.85957938,732640.254558725,24591.85957938,732640.254558725
DAY,1361750400,29.8999716476785,30.4456106241912,29.5840266765476,30.4005261184774,32124.61796527,968633.997447879,32124.61796527,968633.997447879,27320.64283935,821825.573171308,27320.64283935,821825.573171308
DAY,1361836800,30.4005261184774,31.6006312456599,30.2021032307964,31.1830423997297,52817.80276671,1640538.32981154,52817.80276671,1640538.32981154,43717.23883758,1356520.41134682,43717.23883758,1356520.41134682
DAY,1361923200,31.1830423997297,31.6364598514785,30.8873722790919,30.9836793238208,36590.49841531,1144123.20324184,36590.49841531,1144123.20324184,30976.17972279,967272.847572365,30976.17972279,967272.847572365
DAY,1362009600,30.9836793238208,34.4840728915388,30.9836793238208,33.3959966454728,146908.05724374,4815552.35059572,146908.05724374,4815552.35059572,131833.60411265,4315286.51822997,131833.60411265,4315286.51822997
DAY,1362096000,33.3959966454728,34.9401516738153,33.1255768928779,34.569714835953,53971.24731507,1853092.10276113,53971.24731507,1853092.10276113,42713.0102904,1464892.65647141,42713.0102904,1464892.65647141
DAY,1362182400,34.569714835953,34.8182206609975,33.3746958051998,34.2886615198049,41034.46471504,1392841.3282037,41034.46471504,1392841.3282037,38003.48276164,1288217.11406939,38003.48276164,1288217.11406939
DAY,1362268800,34.2886615198049,34.5937705442274,33.8908876383645,34.5590920096587,16373.81055624,560975.452722687,16373.81055624,560975.452722687,13081.50831989,447191.941546939,13081.50831989,447191.941546939
DAY,1362355200,34.5590920096587,36.7559540267268,34.250216789657,36.2221354708367,57426.94279613,2046222.80613257,57426.94279613,2046222.80613257,48209.67014287,1712687.14658373,48209.67014287,1712687.14658373
DAY,1362441600,36.2221354708367,40.7355400138235,36.1886228116306,40.7062021057804,101477.64425695,4008058.3806004,101477.64425695,4008058.3806004,89596.95407773,3532043.19477246,89596.95407773,3532043.19477246
DAY,1362528000,40.7062021057804,49.0782852808399,40.2924590094972,41.357116237616,159441.43620656,7236440.66192844,159441.43620656,7236440.66192844,131998.94294067,5975316.53772485,131998.94294067,5975316.53772485
DAY,1362614400,41.357116237616,47.4347440317488,34.1372100326403,41.8823065065484,142489.83059788,5966515.02280178,142489.83059788,5966515.02280178,119512.70442828,4997641.12179884,119512.70442828,4997641.12179884
DAY,1362700800,41.8823065065484,44.4967187488934,41.1876051556883,44.0197167609204,57799.19835353,2498289.17660701,57799.19835353,2498289.17660701,48332.34964901,2090082.58308629,48332.34964901,2090082.58308629
DAY,1362787200,44.0197167609204,47.0365705858822,43.525487489903,46.8249311151499,53627.58381728,2445219.53877025,53627.58381728,2445219.53877025,47096.36756004,2147754.34507698,47096.36756004,2147754.34507698
DAY,1362873600,46.8249311151499,48.0187957366325,45.7051354911563,46.115188166214,43008.84125594,2020865.56738521,43008.84125594,2020865.56738521,38383.39898166,1803474.18811787,38383.39898166,1803474.18811787
DAY,1362960000,46.115188166214,48.5460160406363,45.7081619928244,48.4418702038992,49665.90598011,2370416.68948293,49665.90598011,2370416.68948293,42503.18105094,2026672.64719874,42503.18105094,2026672.64719874
DAY,1363046400,48.4418702038992,48.5076799319537,37.4134451949909,44.1373868167174,208526.24478635,9176443.32358155,208526.24478635,9176443.32358155,184293.03482449,8108782.76244353,184293.03482449,8108782.76244353
DAY,1363132800,44.1373868167174,47.4051971640899,43.917981518544,47.0793200118059,60001.91492189,2793781.03261389,60001.91492189,2793781.03261389,52991.89374111,2467972.11574537,52991.89374111,2467972.11574537
DAY,1363219200,47.0793200118059,48.1264664351851,46.3505168761865,47.1251409363745,51799.8187791,2458948.20421967,51799.8187791,2458948.20421967,41325.72714396,1956371.65679497,41325.72714396,1956371.65679497
DAY,1363305600,47.1251409363745,47.5920979629357,46.5460799931973,46.9808156603533,25751.46907546,1214409.25731454,25735.46907546,1213619.43476549,22332.79185362,1050086.69967247,22332.79185362,1050086.69967247
DAY,1363392000,46.9808156603533,47.3697662563292,46.3929420243288,47.0199245694818,20762.6552881,974056.059198666,20762.6552881,974056.059198666,18407.11941043,862733.55499187,18407.11941043,862733.55499187
DAY,1363478400,47.0199245694818,47.7591287293765,46.8949072875003,47.4463925864026,17961.40464247,852840.112681086,17948.40464247,852215.13489996,15210.81350783,721079.125411012,15210.81350783,721079.125411012
DAY,1363564800,47.4463925864026,52.4844576223456,47.2355572961123,51.587925040732,79038.34243871,3869807.92498476,79033.34243871,3869573.15660033,70381.94766969,3446391.67978142,70381.94766969,3446391.67978142
DAY,1363651200,51.587925040732,60.7478328969598,50.1337303043315,59.6210151755252,134182.60808297,7433871.06641285,134177.55808297,7433609.33475171,119464.69863901,6622086.91812918,119464.69863901,6622086.91812918
DAY,1363737600,59.6210151755252,65.8738311695001,57.8422092071167,64.2960898368487,111599.58199719,6920699.54127918,111592.88716151,6920308.69947993,101014.64867533,6264019.84030429,101014.64867533,6264019.84030429
DAY,1363824000,64.2960898368487,74.4305820075041,63.5834993783962,70.9230567433894,116603.02653613,8053617.80299957,116601.02653613,8053489.33756276,102716.96899312,7089783.41377081,102716.96899312,7089783.41377081
DAY,1363910400,70.9230567433894,73.8787175850966,65.4437433226778,70.2632560819243,91293.54743957,6474428.47754598,91264.32988233,6472336.23006858,78636.05397254,5555648.20604876,78636.05397254,5555648.20604876
DAY,1363996800,70.2632560819243,70.4196701009332,52.92616931057,64.3078304350832,181754.22388271,11371759.6865926,181742.22388271,11371022.2450499,163393.58289016,10209629.1247256,163393.58289016,10209629.1247256
DAY,1364083200,64.3078304350832,72.4040270042894,62.9112070492262,71.6177168938359,48212.92845777,3323780.15796631,48206.92845777,3323356.5170518,43968.22364687,3028210.09621435,43968.22364687,3028210.09621435
DAY,1364169600,71.6177168938359,77.9054505680001,69.7564333677216,73.6210477677224,100937.99727873,7471799.5569881,100935.99727873,7471657.15454343,84046.87447988,6241436.29469333,84046.87447988,6241436.29469333
DAY,1364256000,73.6210477677224,79.7059024672697,73.3786590883412,78.7388482182998,74837.97767731,5790767.53855163,74834.97767731,5790536.96258005,65148.43309117,5031064.50287084,65148.43309117,5031064.50287084
DAY,1364342400,78.7388482182998,89.3940275803655,78.4634398852493,88.8537537816331,96015.93955699,8161531.57690675,96006.59727392,8160728.068923,79509.00906628,6742897.40106656,79509.00906628,6742897.40106656
DAY,1364428800,88.8537537816331,95.6785205208788,75.7485048413669,87.2120940304883,169145.47070323,14867426.2256641,169143.7199354,14867258.6386271,145174.35079162,12703941.0066913,145174.35079162,12703941.0066913
DAY,1364515200,87.2120940304883,93.1245446785535,83.3951444678675,90.4589233279579,104673.90678174,9326865.74741219,104673.90678174,9326865.74741219,91587.78114653,8136439.19637561,91587.78114653,8136439.19637561
DAY,1364601600,90.4589233279579,94.6278755809694,87.6781957958631,92.1993160292201,45171.01919893,4146200.37244504,45171.01919893,4146200.37244504,40735.01808833,3734055.29038811,40735.01808833,3734055.29038811
DAY,1364688000,92.1993160292201,93.7446204929464,91.2099165225449,93.2783752640217,26628.63054558,2469637.24728299,26628.63054558,2469637.24728299,24175.45541723,2240242.26849249,24175.45541723,2240242.26849249
DAY,1364774400,93.2783752640217,105.707458405469,92.5985402035438,103.979880451985,107223.51297264,10723828.3961124,107223.51297264,10723828.3961124,95751.69629107,9576288.59056708,95751.69629107,9576288.59056708
DAY,1364860800,103.979880451985,118.079318527155,99.6638554809568,118.079318527155,102658.03403355,11045755.8336249,102653.88403355,11045320.9986634,89637.32326784,9647246.14914562,89637.32326784,9647246.14914562
DAY,1364947200,118.079318527155,147.07371876548,109.922277828103,134.614614399499,192929.30176956,24728530.8671726,192929.30176956,24728530.8671726,165381.8104523,21144687.1304099,165381.8104523,21144687.1304099
DAY,1365033600,134.614614399499,141.829034489488,118.573978229274,132.449856566756,110124.55517623,14526068.0305632,110124.55517623,14526068.0305632,95106.44642843,12517367.6831438,95106.44642843,12517367.6831438
DAY,1365120000,132.449856566756,144.397912917491,131.029051677771,142.160777941535,84846.73553273,11799044.5398203,84846.73553273,11799044.5398203,73792.3849436,10263488.5932352,73792.3849436,10263488.5932352
DAY,1365206400,142.160777941535,144.043502786454,139.978202305133,143.785479650067,26132.47883604,3724560.35183055,26132.47883604,3724560.35183055,20282.21523117,2884010.91184834,20282.21523117,2884010.91184834
DAY,1365292800,143.785479650067,164.424782544436,142.999932478636,163.759707147731,75790.41001708,11694991.5649525,75790.41001708,11694991.5649525,64672.58516953,9973169.94784596,64672.58516953,9973169.94784596
DAY,1365379200,163.759707147731,194.575191050767,162.997482308967,186.909446363436,143073.32013357,25966942.9847393,143073.32013357,25966942.9847393,125022.33821317,22692642.1567685,125022.33821317,22692642.1567685
DAY,1365465600,186.909446363436,239.348244019823,186.540921086634,230.87482467924,131754.93765734,28271529.4228252,131754.93765734,28271529.4228252,111706.9863654,24008714.2458603,111706.9863654,24008714.2458603
DAY,1365552000,230.87482467924,265.133197120246,125.221083412082,164.723583158101,208591.22415196,40798546.9962056,208591.22415196,40798546.9962056,171979.825401,33309394.2608663,171979.825401,33309394.2608663
DAY,1365638400,164.723583158101,189.2623896412,15.0000637662292,100.160714285714,157287.92778196,24791510.9038822,157287.92778196,24791510.9038822,132940.38087123,21057486.5496294,132940.38087123,21057486.5496294
DAY,1365724800,100.160714285714,134.948813468586,55.0286581222939,115.754175159565,676012.4988486,57501943.6874239,676012.4988486,57501943.6874239,580844.77150065,49727915.1108695,580844.77150065,49727915.1108695
DAY,1365811200,115.754175159565,129.651500463148,88.0121610696771,92.9782516803297,285605.22678013,31554201.7730198,285605.22678013,31554201.7730198,251813.35176721,27743935.0970306,251813.35176721,27743935.0970306
DAY,1365897600,92.9782516803297,108.231988760971,85.3410268394746,89.9383796297025,200511.18451073,19612518.177036,200511.18451073,19612518.177036,182665.78238789,17851252.7336693,182665.78238789,17851252.7336693
DAY,1365984000,89.9383796297025,101.855079827072,71.920581690531,82.6522983680466,285700.36874573,24940754.0601033,285700.36874573,24940754.0601033,253025.38670671,22037787.3799354,253025.38670671,22037787.3799354
DAY,1366070400,82.6522983680466,84.2413079792972,50.0072905496994,68.5878286220295,678482.50941095,44209733.512864,678482.50941095,44209733.512864,598191.01979752,39130415.5360022,598191.01979752,39130415.5360022
DAY,1366156800,68.5878286220295,98.0738062115394,63.8722375454569,93.5765842688243,395150.06358423,33731555.0990298,395150.06358423,33731555.0990298,347613.0131371,29663024.6057631,347613.0131371,29663024.6057631
DAY,1366243200,93.5765842688243,112.087619936892,87.1974619021339,109.429990681061,204866.39541722,19922651.6760743,204866.39541722,19922651.6760743,181296.7763607,17647069.5967854,181296.7763607,17647069.5967854
DAY,1366329600,109.429990681061,135.694749727671,106.119187699372,118.711290590187,313240.19840428,37483540.7621348,313240.19840428,37483540.7621348,278001.80846339,33212157.4538541,278001.80846339,33212157.4538541
DAY,1366416000,118.711290590187,131.373292160614,115.268225127319,126.843420171027,87394.04220918,10816746.9095898,87394.04220918,10816746.9095898,80854.22429097,10008474.0147584,80854.22429097,10008474.0147584
DAY,1366502400,126.843420171027,129.957571567846,110.932183578303,119.203365333235,124572.64655847,15107355.6789039,124572.64655847,15107355.6789039,110299.95476379,13406357.8595819,110299.95476379,13406357.8595819
DAY,1366588800,119.203365333235,127.124598815686,118.591044691272,127.124598815686,71299.08934148,8787816.12931214,71299.08934148,8787816.12931214,66171.74551392,8156050.17744868,66171.74551392,8156050.17744868
DAY,1366675200,127.124598815686,143.719892577261,125.069124875194,143.371842238477,145641.34624896,19564517.9504821,145641.34624896,19564517.9504821,127664.78601769,17190956.9582786,127664.78601769,17190956.9582786
DAY,1366761600,143.371842238477,165.931806649396,142.216954489338,154.736372946798,280755.44555911,42725160.9568637,280755.44555911,42725160.9568637,251741.86903769,38291318.3216252,251741.86903769,38291318.3216252
DAY,1366848000,154.736372946798,161.678831615461,121.255679431182,142.65628061685,229902.92915659,32986822.1327497,229902.92915659,32986822.1327497,206020.24237891,29524052.7800124,206020.24237891,29524052.7800124
DAY,1366934400,142.65628061685,143.244958771215,123.06485100476,136.891645175518,156332.05059279,20696211.5061434,156332.05059279,20696211.5061434,142237.84610544,18820670.3989657,142237.84610544,18820670.3989657
DAY,1367020800,136.891645175518,138.973312043074,125.004268522634,128.216520874299,72675.57395339,9547123.48673582,72675.57395339,9547123.48673582,67644.78883844,8882231.48686458,67644.78883844,8882231.48686458
DAY,1367107200,128.216520874299,136.592075380524,127.881974341503,134.604037434652,37348.37117394,4980578.17899717,37348.37117394,4980578.17899717,34725.2018921,4628215.14411142,34725.2018921,4628215.14411142
DAY,1367193600,134.604037434652,148.200904282309,133.743065024709,143.932198461266,86317.69939903,12268766.0039817,86317.69939903,12268766.0039817,79678.02529081,11327895.4990725,79678.02529081,11327895.4990725
DAY,1367280000,143.932198461266,146.450330745987,134.462318971019,139.280097232008,83074.64794009,11644536.1723015,83074.64794009,11644536.1723015,76115.03115441,10651606.9347652,76115.03115441,10651606.9347652
DAY,1367366400,139.280097232008,139.950424670888,105.78366813673,116.40968210715,232000.44009549,28178482.5852163,232000.44009549,28178482.5852163,203857.91555887,24674768.6353429,203857.91555887,24674768.6353429
DAY,1367452800,116.40968210715,126.853890467834,92.1314162174469,106.117951594508,289652.81482774,30851183.385399,289652.81482774,30851183.385399,264040.91385029,28078419.1774749,264040.91385029,28078419.1774749
DAY,1367539200,106.117951594508,108.673276293521,79.6614585971328,98.0168775337389,305051.30308445,27820876.9178098,305051.30308445,27820876.9178098,278962.22565467,25458777.3442103,278962.22565467,25458777.3442103
DAY,1367625600,98.0168775337389,115.717237259722,92.4607040274169,112.618060567268,160400.62191051,17120772.1347867,160398.32191051,17120501.4925978,148053.12942775,15802142.2138396,148053.12942775,15802142.2138396
DAY,1367712000,112.618060567268,118.727042733755,107.198775174136,115.865630451136,108187.1359773,12292147.2816063,108172.1359773,12290420.9076654,97541.62326405,11076681.6648741,97541.62326405,11076681.6648741
DAY,1367798400,115.865630451136,124.304176947734,106.111679505413,112.187798551284,172675.72503635,20253974.9791902,172662.23503635,20252358.1511253,162312.02141151,19046262.6066754,162312.02141151,19046262.6066754
DAY,1367884800,112.187798551284,113.173728074336,97.9510613630346,109.890124854376,163317.7278431,17443475.4858934,163311.55250981,17442800.0717901,151596.8015744,16178579.565988,151596.8015744,16178579.565988
DAY,1367971200,109.890124854376,116.23617778414,109.623795254495,113.054615979421,84234.98589366,9533673.61556117,84230.98589366,9533199.27331756,70484.70294298,7985137.13528683,70484.70294298,7985137.13528683
DAY,1368057600,113.054615979421,113.384838641429,109.154856373503,112.806670907295,35493.3128403,3964665.29004908,35485.44461601,3963731.48152997,30886.02607124,3447713.81758295,30886.02607124,3447713.81758295
DAY,1368144000,112.806670907295,121.687180107159,111.564395199479,117.311353620364,94689.22863328,11156808.053921,94677.64320536,11155401.2549728,85023.3365174,10033787.3732006,85023.3365174,10033787.3732006
DAY,1368230400,117.311353620364,118.471993770141,113.161813468263,115.678744013312,34155.48014442,3946460.13821124,34153.21228742,3946176.24759479,31865.41109544,3681293.88333428,31865.41109544,3681293.88333428
DAY,1368316800,115.678744013312,117.419656342685,112.977295862676,114.900676039317,25453.54170738,2921297.7751816,25440.53948516,2919684.94064922,23320.92022297,2675172.5485452,23320.92022297,2675172.5485452
DAY,1368403200,114.900676039317,118.641549273196,114.667418504436,117.743595770208,32525.13627969,3804000.71087633,32515.27612929,3802784.58796271,28724.8570818,3360946.48539138,28724.8570818,3360946.48539138
DAY,1368489600,117.743595770208,119.743466159433,110.224130760431,111.1175665373,109385.58870583,12580093.0713685,109384.12100583,12579909.9418848,97513.2310438,11204105.3961849,97513.2310438,11204105.3961849
DAY,1368576000,111.1175665373,116.18666756217,103.393305716931,113.807736699688,139024.89776657,15318659.9149713,139022.48776657,15318363.3909832,127222.49052938,14019037.6840613,127222.49052938,14019037.6840613
DAY,1368662400,113.807736699688,118.290912712175,111.950668750631,118.220409697972,57534.88667637,6619758.70907681,57532.75667637,6619501.50174138,49868.10617808,5741288.47088665,49868.10617808,5741288.47088665
DAY,1368748800,118.220409697972,124.714921955805,116.160320307865,122.838644934539,98616.20877166,11930778.3440801,98605.34380002,11929458.2210101,84171.16190842,10198183.2594802,84171.16190842,10198183.2594802
DAY,1368835200,122.838644934539,124.740724912635,121.798876191988,122.558371517525,29113.75449824,3578233.77186945,29111.95449824,3578019.80996725,24784.16764054,3055036.96993764,24784.16764054,3055036.96993764
