date,btc_close,btc_ret_1d,btc_ret_7d,btc_ret_30d,btc_ma7,btc_ma20,btc_ma60,btc_vol_20,btc_dist_to_ma20,btc_rel_vol_20,close,spx_ret_1d,spx_ret_5d,spx_ret_21d,spx_ma20,spx_dist_ma20
2013-01-02,13.2944949976478,,,,,,,,,,1462.42,,,,,
2013-01-03,13.4254513211494,0.009850417298646663,,,,,,,,,1459.37,-0.0020855841687067445,,,,
2013-01-04,13.5165440963178,0.006785081036709828,,,,,,,,,1466.47,0.004865113028224677,,,,
2013-01-05,13.4425028839674,-0.00547782124060614,,,,,,,,,1466.47,0.004865113028224677,,,,
2013-01-06,13.5182959408963,0.005638314351362084,,,,,,,,,1466.47,0.004865113028224677,,,,
2013-01-07,13.5879010666274,0.005148957090111095,,,,,,,,,1461.89,-0.0031231460582213932,,,,
2013-01-08,13.8059450561667,0.016046922072079806,,,13.513019337538973,,,,,,1457.15,-0.0032423780174979377,,,,
2013-01-09,13.851810954259,0.0033221846027711166,0.04192080682341115,,13.592635902769143,,,,,,1461.02,0.0026558693339737705,-0.0009573173233408117,,,
2013-01-10,14.1403692398625,0.020831809397079404,0.05325094118712226,,13.69476703401387,,,,,,1472.12,0.007597431931116505,0.008736646635191914,,,
2013-01-11,14.2743814397457,0.009477277262704753,0.056067389565528813,,13.803029511646429,,,,,,1472.05,-4.755047142890323e-05,0.0038050556779203326,,,
2013-01-12,14.2556120854955,-0.0013148979049935061,0.06048793208725134,,13.919187969007586,,,,,,1472.05,-4.755047142890323e-05,0.0038050556779203326,,,
2013-01-13,14.1896432167947,-0.004627571815588372,0.04966212300970585,,14.015094722707357,,,,,,1472.05,-4.755047142890323e-05,0.0038050556779203326,,,
2013-01-14,14.3413530803312,0.010691591128728195,0.055450213392730596,,14.122730724665043,,,,,,1470.68,-0.0009306749091402278,0.006012764298271467,,,
2013-01-15,14.3547112047567,0.0009314410119238836,0.03974853922404131,,14.201125888749328,,,,,,1472.34,0.0011287295672748332,0.010424458703633732,,,
2013-01-16,14.741671428825,0.026957019096286228,0.06424145387953017,,14.328248813687328,,,,,,1472.63,0.00019696537484570342,0.007946503127951754,,,
2013-01-17,15.5286807890871,0.05338671154501706,0.09818071407293028,,14.52657903500513,,,,,,1480.94,0.00564296530696784,0.005991359400048912,,,
2013-01-18,15.710059558545,0.011680243281539049,0.100577256174603,,14.731675909119316,,,,,,1485.98,0.0034032438856401726,0.009462993784178586,,,
2013-01-19,15.6144642016732,-0.006084977368516875,0.09532050311331619,,14.925797640001845,,,,,,1485.98,0.0034032438856401726,0.009462993784178586,,,
2013-01-20,15.7010026178448,0.0055421956881700485,0.10651144485868902,,15.141706125866142,,,,,,1485.98,0.0034032438856401726,0.009462993784178586,,,
2013-01-21,16.8212499688939,0.07134877805675255,0.17291931065861665,,15.495977109946526,14.405807257444355,,,0.16767145834200559,1.755574959505987,1485.98,0.0034032438856401726,0.009462993784178586,,,
2013-01-22,17.2826816449062,0.02743147369342891,0.203972786243116,,15.914258601396456,14.605216589807275,,0.019475481143317232,0.18332251621434237,1.5957592306245298,1492.56,0.004428054213380994,0.014877471645769136,,,
2013-01-23,17.5163862905568,0.013522475878011475,0.18822254146204087,,16.310646438786712,14.809763338277644,,0.01945777329701751,0.18275936559253148,1.2299658958854218,1494.81,0.0015074770863483522,0.01526142059578639,,,
2013-01-24,16.7789998792135,-0.04209694848650536,0.0805167616688387,,16.489263451661913,14.97288612742243,,0.023085652315643544,0.1206256253083513,3.6939695152298104,1494.82,6.689813421001389e-06,0.015068279201156942,,,
2013-01-25,17.4683551962752,0.041084410395383575,0.11192164047359277,,16.740448542766227,15.17417874303782,,0.02366452415693311,0.1511894971113339,1.6805925851362813,1502.96,0.005445471695588733,0.014868934595594574,,,
2013-01-26,17.8026946637477,0.01913972229874239,0.1401412455664035,,17.053052894491156,15.388398679180389,,0.023622616263761952,0.15689065736474017,0.6602053654208663,1502.96,0.005445471695588733,0.014868934595594574,,,
2013-01-27,17.9550542216326,0.00855823013103496,0.14356099789614607,,17.375060266460842,15.606756336930653,,0.023566700508849202,0.15046674875964539,0.4487229501065528,1502.96,0.005445471695588733,0.014868934595594574,,,
2013-01-28,18.7861615500321,0.04628821044707099,0.11681127055193552,,17.65576192090916,15.855767161623922,,0.024631371799149124,0.18481567990609005,1.1350200161749768,1500.18,-0.0018496832916378159,0.009555983256840594,,,
2013-01-29,19.5621580238926,0.04130681362415789,0.1318936740154697,,17.9814014036215,16.141284515105603,,0.025078698854520663,0.21193316464904743,1.6532621203560631,1507.84,0.0051060539401937,0.010237444390845285,,,
2013-01-30,19.7981933478705,0.0120659143888735,0.13026699796771668,,18.3073738403806,16.424175720506,,0.025097726438834872,0.20542995184543456,0.8436132780864863,1501.96,-0.003899617996604321,0.004783216596089268,,1479.5095,0.015174285802152854
2013-01-31,20.502697917887,0.03558428577990802,0.22192610200126217,,18.839330703048244,16.73559154441306,,0.025349059384638332,0.22509550161264147,1.8033581419678184,1498.11,-0.0025633172654399017,0.0022009338917059473,,1481.2939999999999,0.011352236625544965
2013-02-01,20.499544897991,-0.00015378560951484488,0.17352462024370463,0.5419573967734761,19.272357803293357,17.047788185037838,,0.025302408417012992,0.20247534023109415,0.8455570156323852,1513.17,0.010052666359613216,0.006793261297705966,0.03470275297110259,1483.984,0.019667327949627555
2013-02-02,19.6916865333504,-0.03940859997920121,0.10610707565800825,0.46674298407604864,19.542213784665172,17.322890350865627,,0.02803283017196598,0.1367437035336545,1.3530934531320555,1513.17,0.010052666359613216,0.006793261297705966,0.03470275297110259,1483.984,0.019667327949627555
2013-02-03,20.5855190552894,0.04539136454488957,0.14650275076794617,0.5229868602949583,19.917994475187573,17.635098649613536,,0.02869507716286039,0.16730387871918828,0.5357429913158032,1513.17,0.010052666359613216,0.006793261297705966,0.03470275297110259,1483.984,0.019667327949627555
2013-02-04,20.5326352292625,-0.0025689819083435372,0.09296596724025363,0.5274413854693203,20.16749071507763,17.943994850838827,,0.028819075414413364,0.14426221139395068,0.9199907883623011,1495.71,-0.011538690299173315,-0.002979642442906827,0.02490115597826459,1485.4460000000001,0.00690970927250123
2013-02-05,20.6078211379366,0.00366177589162775,0.05345336198423811,0.5244392657208128,20.31687115994106,18.23730233629441,,0.028927652545508636,0.1299818776883781,0.49873313930600455,1511.29,0.01041645773579103,0.0022880411714771842,0.03056318915490941,1487.916,0.015709220144147995
2013-02-06,21.2016287160435,0.028814670611332582,0.07088704224236464,0.5603314015963672,20.517361926822918,18.520949732642226,,0.027813980002778384,0.14473766313812275,0.8657053035495822,1512.12,0.0005491996903306262,0.006764494393991738,0.0343596303415441,1490.6645,0.014393245428464763
2013-02-07,22.1217808336164,0.04340006750880465,0.07896926161687601,0.6023373078495098,20.74865948621283,18.841535796395796,,0.028448490832182496,0.17409647879384016,1.0906858650059552,1509.39,-0.0018054122688674346,0.007529487153813852,0.035850804652918455,1493.083,0.010921696918389623
2013-02-08,22.7209548939684,0.027085254340893483,0.10836386890691907,0.6402876828883097,21.066003771352456,19.19686033101056,,0.027955087259561674,0.18357661108077283,0.8421782530373525,1517.93,0.005657914786768137,0.0031457139647230736,0.038952238846833076,1495.3735000000001,0.015084191340825504
