date,btc_close,btc_ret_1d,btc_ret_7d,btc_ret_30d,btc_ma7,btc_ma20,btc_ma60,btc_vol_20,btc_dist_to_ma20,btc_rel_vol_20,spx_close,spx_ret_1d,spx_ret_5d,spx_ret_21d,spx_ma20,spx_dist_ma20
2013-03-02,34.2886615198049,-0.008130044389484,0.1505211304388021,0.6723975379791711,32.10308464156244,29.170397562584007,21.176519440111104,0.0390697289623543,0.1754608913450646,0.6103559236284158,1518.2,0.0023239232049012,0.0017154922143045,0.0108125382833097,1512.6060000000002,0.0036982532133285
2013-03-03,34.5590920096587,0.0078868779901952,0.1558235712354578,0.6858467922888163,32.76867326470248,29.67093136699531,21.53092939031129,0.0391203305327059,0.1647457770099112,0.2477203222226352,1518.2,0.0023239232049012,0.0017154922143045,0.0108125382833097,1512.6060000000002,0.0036982532133285
2013-03-04,36.2221354708367,0.0481217348162157,0.1914969934951529,0.8394633394904931,33.600331743610944,30.218426090355848,21.910874126139408,0.039628433614925,0.1986771039143207,0.8909422111626172,1525.2,0.0046107232248715,0.0251033370299427,0.0180827843082285,1513.2075,0.0079252184515343
2013-03-05,40.7062021057804,0.1237935471406408,0.3053954641107517,0.977419272083938,34.96078313018962,31.040376209297044,22.364035092963785,0.043570751228456,0.3113952560145936,1.5772006188243757,1539.79,0.0095659585628113,0.0286250617927237,0.0175922070884302,1515.4115,0.0160870496231551
2013-03-06,41.357116237616,0.015990539479564,0.3348032622394175,1.0142137517095255,36.44270268930321,31.74620323713976,22.82927864885793,0.0373525280627193,0.3027421241111587,2.4600596093759255,1541.46,0.0010845634794356,0.0168009023806225,0.030587480193353,1516.9199999999998,0.0161775176014558
2013-03-07,41.8823065065484,0.0126989093222782,0.2541115916127634,1.0323500590485986,37.65503266945687,32.48567020315206,23.30201215828546,0.0368762718784085,0.2892548081856902,2.0696206269024384,1544.26,0.0018164597200056,0.0195288773866426,0.0218157997472359,1518.527,0.0169460273014572
2013-03-08,44.0197167609204,0.0510337283845103,0.2733607138448033,1.0762422241462142,39.00503294445222,33.320874693628774,23.809209086523676,0.0372366240655598,0.3210852705897704,0.8181405692318043,1551.18,0.0044811106937951,0.0217230931366092,0.0258312832314897,1520.6165,0.0200994136259864
2013-03-09,46.8249311151499,0.0637263154023721,0.3656097683516792,1.1166890435870531,40.795928600930075,34.317314101513965,24.359525520840062,0.036949018831638,0.3644695787274372,0.7769774186726748,1551.18,0.0044811106937951,0.0217230931366092,0.0258312832314897,1520.6165,0.0200994136259864
2013-03-10,46.115188166214,-0.0151573730496374,0.3343865676021105,1.0296324860209078,42.446799480437974,35.27559586817951,24.89724847437265,0.0377912174167602,0.3072830389184833,0.619821360904016,1551.18,0.0044811106937951,0.0217230931366092,0.0258312832314897,1520.6165,0.0200994136259864
2013-03-11,48.4418702038992,0.0504537036539693,0.3373554478283287,1.045357335608018,44.19247587087547,36.225998974512365,25.46894015710659,0.035110442568285,0.3372128188371448,0.7500381398060687,1556.22,0.0032491393648705,0.0203383162863886,0.0310257786258023,1522.531,0.0221269714705316
